2026-03-12 17:48:49.204 | INFO     | myoconverter.O2MPipeline:O2MPipeline:55 - Start the conversion pipeline for : tugofwar
2026-03-12 17:48:49.205 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:78 - Coordinate the input configurations, remove conflicts.
2026-03-12 17:48:49.207 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:89 -    Checking configurations for step 2 conversion.
2026-03-12 17:48:49.209 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:106 -        All good now.
2026-03-12 17:48:49.210 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:122 -    Checking configurations for step 3 conversion.
2026-03-12 17:48:49.211 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:139 -        All good now.
2026-03-12 17:48:49.212 | INFO     | myoconverter.conversion_steps.O2MSteps:__init__:84 - Given OpenSim model file: ./models/osim/TugOfWar/tugofwar.osim
2026-03-12 17:48:49.214 | INFO     | myoconverter.conversion_steps.O2MSteps:__init__:85 - Reading mesh files from folder ./models/osim/TugOfWar/Geometry
2026-03-12 17:48:49.215 | INFO     | myoconverter.conversion_steps.O2MSteps:__init__:86 - Converted model will be saved in folder ./models/mjc/TugOfWar
2026-03-12 17:48:49.216 | INFO     | myoconverter.conversion_steps.O2MSteps:PipelineExecution:124 - Started step 1 conversion - cvt1.
2026-03-12 17:48:49.664 | INFO     | myoconverter.xml.converter:convert:40 - Commencing the conversion procedure!
2026-03-12 17:48:49.664 | INFO     | myoconverter.xml.converter:_parse_ground:138 - Parsing the ground
2026-03-12 17:48:49.667 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Ground] ground
2026-03-12 17:48:49.677 | INFO     | myoconverter.xml.converter:_parse_constraints:147 - Starting to parse constraints
2026-03-12 17:48:49.678 | INFO     | myoconverter.xml.converter:_parse_bodies_and_joints:80 - Starting to parse bodies, wrapping objects, and joints
2026-03-12 17:48:49.678 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] block
2026-03-12 17:48:49.683 | INFO     | myoconverter.xml.parsers:parse:59 - [JointParser: SliderJoint] ground_block
2026-03-12 17:48:49.683 | INFO     | myoconverter.xml.converter:_parse_forces:156 - Starting to parse forces, including path points and wrap paths
2026-03-12 17:48:49.687 | INFO     | myoconverter.xml.parsers:parse:59 - [ForceParser: Thelen2003Muscle] muscle1
2026-03-12 17:48:49.688 | INFO     | myoconverter.xml.parsers:parse:59 - [PathPointParser: PathPoint] muscle1-point1
2026-03-12 17:48:49.689 | INFO     | myoconverter.xml.parsers:parse:59 - [PathPointParser: PathPoint] muscle1-point2
2026-03-12 17:48:49.689 | INFO     | myoconverter.xml.parsers:parse:59 - [PathWrapSetParser: PathWrapSet] 
2026-03-12 17:48:49.689 | INFO     | myoconverter.xml.parsers:parse:59 - [ForceParser: Thelen2003Muscle] muscle2
2026-03-12 17:48:49.689 | INFO     | myoconverter.xml.parsers:parse:59 - [PathPointParser: PathPoint] muscle2-point1
2026-03-12 17:48:49.692 | INFO     | myoconverter.xml.parsers:parse:59 - [PathPointParser: PathPoint] muscle2-point2
2026-03-12 17:48:49.692 | INFO     | myoconverter.xml.parsers:parse:59 - [PathWrapSetParser: PathWrapSet] 
2026-03-12 17:48:49.692 | INFO     | myoconverter.xml.converter:_parse_markers:165 - Starting to parse markers
2026-03-12 17:48:49.692 | INFO     | myoconverter.xml.converter:_set_keyframe:176 - Setting the default keyframe
2026-03-12 17:48:49.697 | INFO     | myoconverter.xml.converter:convert:65 - Writing the converted model into ./models/mjc/TugOfWar\tugofwar_cvt1.xml
2026-03-12 17:48:49.698 | INFO     | myoconverter.xml.converter:convert:68 - All good, conversion procedure is finished
2026-03-12 17:48:49.699 | INFO     | myoconverter.conversion_steps.O2MSteps:PipelineExecution:126 - Finished step 1 conversion - cvt1.
2026-03-12 17:48:49.700 | INFO     | myoconverter.conversion_steps.O2MSteps:PipelineExecution:132 - Started step 1 validation - val1.
2026-03-12 17:48:49.701 | INFO     | myoconverter.conversion_steps.O2MStep1:vlt1_forwardKinematicsValidation:123 - Extract marker names (as endpoints) from osim model
2026-03-12 17:48:49.704 | INFO     | myoconverter.conversion_steps.O2MStep1:vlt1_forwardKinematicsValidation:145 - Get the endpoint locations by meshing the joint angles within the range limits
2026-03-12 17:48:49.717 | INFO     | myoconverter.conversion_steps.O2MStep1:vlt1_forwardKinematicsValidation:152 - Check if the joint motion ranges are the same between Osim and Mjc models
2026-03-12 17:48:49.719 | INFO     | myoconverter.conversion_steps.O2MStep1:vlt1_forwardKinematicsValidation:172 - Finished with joint operation range check. Saved Results
2026-03-12 17:48:49.721 | INFO     | myoconverter.conversion_steps.O2MStep1:endPointsPlot:180 - Plot each endpoint's location errors in x, y, z.
2026-03-12 17:48:49.723 | INFO     | myoconverter.conversion_steps.O2MStep1:endPointsPlot:256 - Generate overall error Bar plot
2026-03-12 17:48:49.741 | INFO     | myoconverter.conversion_steps.O2MSteps:PipelineExecution:142 - Finished step 1 validation - val1.
2026-03-12 17:48:49.743 | INFO     | myoconverter.conversion_steps.O2MSteps:PipelineExecution:169 - convert=True, start step 2 from xxx_cvt1
2026-03-12 17:48:49.753 | INFO     | myoconverter.conversion_steps.O2MStep2:__init__:102 - Overwrite command confirmed
2026-03-12 17:48:49.754 | INFO     | myoconverter.conversion_steps.O2MStep2:__init__:103 - Generating MA data from OsimMuscleStates, may take a while
2026-03-12 17:48:49.754 | INFO     | myoconverter.optimization.model_states.OsimMuscleStates:getWrapingCoords:65 - Extract the joints that muscle wrapped over from Osim model
2026-03-12 17:48:49.759 | INFO     | myoconverter.optimization.model_states.OsimMuscleStates:getMomentArms:163 - Calculate moment arms from Osim model
